Age,Gender,Country,IncomeUSD,YearsVaped,PodsPerWeek,NicotineStrength_mgml,PurchaseChannel,FlavourFamilies,SweetLike,MentholLike,NewFlavourFreq,SmartwatchDaily,MoodMatchInterest,BoredOfFlavoursPain,NicDependencePain,MoodFitPain,PreferredPackSize,MaxMonthlySpendUSD,SubscribeLikelihood
37,Male,FR,2840,0.3,1.7,24.0,Online-direct,Tobacco,4,1,4,0,5,4,2,4,3,44.35,7.0
34,Female,DE,2486,1.6,4.2,14.3,Retail shop,"Fruity,Spice",1,5,4,0,3,4,1,2,6,64.76,7.0
28,Female,GB,1395,6.4,9.5,16.3,Online-direct,Spice,5,2,4,0,4,3,3,2,10,85.2,5.0
39,Male,IN,3055,1.5,3.9,12.4,Online-direct,Menthol/Fresh,1,4,1,1,3,1,1,3,3,48.39,9.0
29,Male,GB,2249,1.7,1.3,9.3,Retail shop,Tobacco,3,1,5,1,5,4,2,3,3,42.69,8.0
23,Female,PH,2197,3.3,6.1,23.1,Retail shop,"Dessert,Tobacco",5,3,3,1,5,3,2,4,6,46.46,10.0
24,Female,IN,2340,3.3,6.2,22.8,Online-direct,"Spice,Other",4,4,2,0,3,3,2,1,6,65.27,4.0
22,Female,CA,2109,0.1,5.9,22.4,Friends,Dessert,4,5,4,1,4,3,1,4,6,34.96,10.0
28,Female,SG,1593,1.8,4.8,8.3,Online-direct,Fruity,5,4,4,0,3,3,2,4,6,35.99,8.0
40,Female,DE,2393,1.2,5.6,16.5,Retail shop,"Fruity,Menthol/Fresh",3,4,4,0,3,4,2,3,6,59.04,4.0
24,Male,PH,1562,3.0,5.4,7.7,Online-direct,Tobacco,3,2,3,0,4,4,1,5,6,44.4,8.0
32,Female,GB,1616,2.4,7.3,22.4,Online-direct,Fruity,2,1,2,1,4,3,2,4,10,73.59,6.0
25,Female,US,1901,3.2,4.8,12.4,Vape lounge,Beverage,4,4,4,0,3,5,2,1,6,43.82,6.0
28,Male,IN,1513,3.2,7.0,19.5,Retail shop,Spice,1,1,1,1,3,2,3,2,6,40.5,10.0
18,Male,CA,1878,0.9,5.2,12.7,Friends,"Menthol/Fresh,Beverage",2,4,4,0,4,3,1,2,6,57.57,5.0
28,Non-binary/Other,CA,1847,0.8,4.8,6.0,Retail shop,"Tobacco,Beverage,Other",3,4,5,0,1,5,1,1,6,40.15,0.0
28,Male,FR,3195,1.4,7.6,22.0,Online-direct,Other,5,2,5,0,2,5,2,3,10,82.48,4.0
34,Female,SG,1740,0.8,2.9,17.7,Retail shop,Menthol/Fresh,1,4,3,0,4,4,2,5,3,42.8,10.0
32,Male,AU,1692,3.4,8.5,19.2,Online-direct,Spice,1,2,2,0,5,1,1,4,10,72.23,10.0
20,Male,PH,1252,2.8,7.5,6.9,Online-direct,Spice,4,3,2,0,4,1,2,4,10,74.97,10.0
39,Male,US,1847,0.7,3.8,17.6,Online-direct,"Tobacco,Spice,Fruity",4,1,3,1,4,3,2,4,3,15.94,3.0
32,Male,SG,2718,6.5,12.3,18.6,Vape lounge,Menthol/Fresh,5,5,4,1,3,5,3,1,15+,113.75,4.0
32,Male,CA,1523,1.9,4.7,17.3,Online-direct,Beverage,4,4,1,0,2,1,2,3,6,54.87,10.0
30,Male,AU,1700,0.4,3.4,10.9,Retail shop,"Spice,Beverage",3,3,2,0,3,2,2,2,3,49.74,10.0
26,Female,GB,2074,0.7,3.7,11.8,Online-direct,"Fruity,Menthol/Fresh",3,5,4,0,2,5,2,3,3,29.36,4.0
32,Prefer not to say,CA,2674,2.3,3.4,15.9,Vape lounge,"Dessert,Beverage",5,3,2,1,4,3,2,5,3,46.96,8.0
34,Male,PH,1437,1.2,5.3,11.2,Vape lounge,"Fruity,Dessert,Menthol/Fresh",5,5,5,1,5,5,1,5,6,63.39,7.0
18,Male,DE,1775,5.7,9.6,18.8,Online-direct,Tobacco,3,3,4,1,3,5,3,1,10,88.84,7.0
26,Male,DE,1404,2.0,4.8,17.3,Retail shop,Spice,1,4,3,0,1,4,1,1,6,33.93,2.0
28,Male,CA,1438,7.4,13.0,33.8,Online-direct,Dessert,4,3,1,0,1,2,2,1,15+,93.07,6.0
32,Male,PH,2113,0.3,2.6,12.2,Retail shop,"Menthol/Fresh,Dessert",5,5,2,1,4,1,1,2,3,30.98,8.0
40,Male,IN,1974,3.3,3.7,17.9,Vape lounge,"Fruity,Menthol/Fresh",3,5,4,0,3,5,1,2,3,30.92,4.0
24,Male,AU,2305,6.5,12.4,16.5,Other,"Menthol/Fresh,Tobacco",3,5,4,0,1,4,1,1,15+,90.79,3.0
26,Male,AE,2118,1.0,5.5,24.0,Online-direct,Spice,3,4,1,1,5,1,2,3,6,38.36,10.0
26,Male,CA,914,0.4,4.3,10.3,Online-direct,"Menthol/Fresh,Fruity",1,4,5,0,4,4,1,5,6,45.71,4.0
24,Female,SG,2223,1.8,4.3,13.6,Online-direct,"Menthol/Fresh,Other",4,5,3,0,3,3,1,2,6,43.98,7.0
27,Male,GB,1403,9.8,13.3,25.9,Retail shop,"Beverage,Spice",4,3,4,0,4,4,3,2,15+,86.19,6.0
36,Female,FR,3069,3.0,4.1,10.2,Retail shop,"Fruity,Beverage",3,5,4,1,5,5,2,5,6,72.31,9.0
22,Female,SG,1350,3.1,5.8,21.2,Online-direct,Dessert,5,5,5,1,3,5,3,2,6,57.33,4.0
33,Non-binary/Other,DE,2910,3.3,4.9,11.6,Online-direct,"Other,Spice,Dessert",5,3,5,1,4,5,2,3,6,75.7,8.0
18,Female,FR,1172,0.1,3.5,17.7,Retail shop,Other,4,3,4,1,3,5,1,2,3,21.15,3.0
26,Male,IN,1280,1.8,6.2,21.5,Online-direct,"Fruity,Beverage",4,5,2,0,3,1,2,3,6,47.92,7.0
27,Male,IN,2195,0.2,1.6,14.5,Online-direct,"Other,Dessert,Beverage",5,4,4,0,5,3,2,4,3,32.62,7.0
43,Male,AU,3341,1.1,5.2,18.7,Online-direct,"Menthol/Fresh,Other,Spice",3,5,4,1,4,5,3,5,6,57.41,6.0
28,Female,AU,1982,5.2,8.5,31.2,Vape lounge,Menthol/Fresh,3,5,4,0,4,5,4,2,10,78.57,5.0
18,Female,US,1374,3.2,7.2,19.3,Online-direct,"Spice,Other",2,5,5,0,3,4,3,3,10,54.23,2.0
18,Female,IN,318,16.3,18.9,29.4,Retail shop,Spice,3,2,4,0,5,3,4,4,15+,68.09,8.0
30,Male,DE,1575,0.6,4.7,16.4,Friends,"Menthol/Fresh,Fruity",4,5,3,0,5,2,3,5,6,48.4,9.0
35,Female,AU,2501,1.5,3.5,19.9,Online-direct,Beverage,5,3,3,0,4,2,1,4,3,57.31,10.0
33,Male,CA,2997,5.0,5.5,27.1,Retail shop,"Beverage,Menthol/Fresh",2,5,3,1,5,2,3,3,6,68.87,10.0
31,Male,DE,1827,0.7,1.5,10.7,Friends,"Other,Dessert,Fruity",5,5,3,1,4,2,1,5,3,36.81,8.0
39,Female,CA,2053,0.5,2.7,8.1,Online-direct,"Dessert,Beverage,Menthol/Fresh",4,5,4,1,5,3,1,3,3,51.58,6.0
26,Male,SG,1526,1.7,2.3,18.1,Other,Menthol/Fresh,5,5,5,0,5,4,2,5,3,32.18,5.0
37,Prefer not to say,US,3152,1.5,6.8,10.0,Online-direct,Other,4,3,3,0,5,3,1,3,6,39.67,6.0
18,Male,GB,2191,11.8,14.7,26.0,Online-direct,Tobacco,3,5,5,1,5,5,3,5,15+,86.73,10.0
23,Female,GB,2291,1.8,6.2,17.7,Vape lounge,"Tobacco,Menthol/Fresh",3,5,5,1,3,5,3,2,6,53.58,4.0
18,Male,PH,1928,5.9,10.1,19.6,Online-direct,"Dessert,Fruity",4,3,3,0,3,2,1,3,10,69.35,10.0
28,Female,GB,1736,6.6,9.6,19.4,Retail shop,Dessert,5,3,5,0,1,5,3,1,10,74.87,2.0
30,Female,AU,2142,0.5,8.8,10.5,Online-direct,Dessert,5,5,2,1,4,3,1,5,10,92.7,10.0
31,Female,DE,1373,3.8,11.2,16.9,Retail shop,Beverage,5,3,4,0,3,5,2,3,10,85.0,3.0
30,Male,GB,2852,1.0,6.1,20.8,Online-direct,"Dessert,Other",5,2,4,0,3,4,1,1,6,57.54,10.0
23,Female,FR,1691,0.3,1.9,1.7,Online-direct,"Other,Beverage,Spice",2,3,3,0,1,4,1,2,3,30.9,3.0
28,Male,US,1984,6.2,11.3,20.9,Retail shop,Spice,4,3,1,0,4,1,1,3,10,80.4,9.0
18,Male,GB,1145,1.0,1.4,9.8,Online-direct,"Other,Beverage",5,4,2,0,3,3,2,2,3,39.16,10.0
41,Male,GB,2853,1.3,6.4,6.4,Retail shop,"Other,Beverage,Spice",5,2,5,1,3,4,2,1,6,39.0,6.0
28,Female,AU,1896,1.2,1.0,19.5,Other,"Spice,Fruity",4,3,4,0,1,4,2,2,3,31.98,1.0
26,Male,IN,2194,0.7,3.2,8.0,Online-direct,Tobacco,3,3,2,1,5,1,1,3,3,46.6,10.0
43,Female,AE,3807,1.7,6.5,19.2,Vape lounge,"Tobacco,Fruity",4,2,5,0,3,5,3,3,6,76.98,4.0
20,Female,CA,777,1.7,5.3,13.0,Online-direct,"Fruity,Dessert,Other",5,2,5,0,4,5,1,4,6,35.03,5.0
21,Male,AU,669,1.6,2.4,8.2,Friends,Tobacco,3,5,3,1,4,3,1,4,3,30.85,6.0
21,Female,GB,1311,7.4,10.7,19.5,Friends,"Menthol/Fresh,Other,Spice",1,5,4,1,5,3,3,3,10,60.79,5.0
29,Male,AU,3125,1.2,4.8,13.0,Retail shop,Dessert,4,5,3,1,5,3,1,3,6,63.53,10.0
33,Female,SG,3009,0.1,3.4,12.5,Online-direct,Other,3,5,4,0,4,3,2,5,3,43.77,5.0
36,Male,AU,2468,0.6,3.0,9.1,Retail shop,"Tobacco,Beverage,Spice",4,5,5,0,4,5,1,3,3,58.99,5.0
51,Male,CA,3469,3.8,8.1,13.0,Friends,"Other,Menthol/Fresh,Dessert",4,5,1,0,3,2,2,3,10,92.42,5.0
18,Male,AU,885,2.7,7.4,22.4,Online-direct,Spice,2,4,3,0,4,2,1,5,10,59.76,10.0
35,Male,PH,2387,9.1,11.9,21.9,Online-direct,Menthol/Fresh,4,4,4,1,3,5,3,4,10,105.97,7.0
26,Male,SG,2009,3.6,8.9,18.6,Online-direct,"Fruity,Spice,Other",4,3,4,1,5,3,1,4,10,70.74,8.0
25,Male,AE,1590,0.6,3.4,8.9,Vape lounge,Dessert,5,3,2,1,4,3,1,2,3,34.85,7.0
25,Male,IN,1521,0.4,2.7,20.6,Online-direct,Dessert,4,4,3,1,3,2,3,2,3,28.28,5.0
23,Male,DE,1682,2.2,7.2,16.8,Retail shop,Other,3,3,3,0,3,2,3,3,10,73.99,7.0
43,Male,IN,2450,3.3,8.3,8.8,Online-direct,"Spice,Dessert",5,3,4,0,2,3,1,2,10,65.55,3.0
37,Female,GB,2881,0.5,2.6,14.0,Vape lounge,"Spice,Dessert,Menthol/Fresh",4,5,3,1,5,3,1,5,3,44.98,10.0
30,Male,CA,2105,2.8,4.7,10.9,Online-direct,Dessert,4,4,3,0,1,3,1,2,6,81.04,6.0
41,Female,PH,2766,6.0,11.6,26.2,Other,Dessert,5,3,3,1,4,4,4,3,10,68.37,8.0
18,Female,PH,1373,3.9,6.7,21.9,Online-direct,"Dessert,Fruity",5,3,5,0,5,4,2,3,6,57.06,9.0
19,Female,AU,2168,3.3,6.3,20.9,Online-direct,"Tobacco,Spice",4,5,1,1,3,2,2,3,6,68.02,1.0
18,Female,DE,2069,4.7,7.3,15.0,Online-direct,"Other,Fruity",4,4,3,1,4,3,2,2,10,82.83,8.0
24,Male,AE,1379,0.3,5.3,14.7,Online-direct,Fruity,3,4,2,1,4,3,1,4,6,32.56,7.0
31,Female,DE,2208,0.7,6.9,18.1,Retail shop,Fruity,3,4,3,1,3,3,1,4,6,63.76,4.0
31,Male,US,2239,0.1,3.2,17.7,Vape lounge,Other,3,2,4,1,5,4,3,5,3,40.17,9.0
31,Female,PH,1784,0.5,7.1,11.9,Retail shop,Tobacco,2,4,2,1,4,2,1,4,10,74.88,10.0
19,Female,PH,1090,7.3,9.5,20.0,Other,Other,3,3,3,0,2,3,2,3,10,73.79,3.0
36,Male,GB,1920,0.8,3.4,22.7,Online-direct,"Tobacco,Fruity,Dessert",5,1,4,0,2,3,3,1,3,42.37,1.0
32,Female,FR,1487,3.3,7.3,14.6,Other,Fruity,1,4,4,1,4,5,1,5,10,85.84,5.0
36,Male,IN,3679,3.5,5.3,15.2,Online-direct,"Fruity,Spice,Beverage",2,3,4,1,4,5,2,3,6,72.36,6.0
18,Male,US,1692,3.1,7.1,30.2,Vape lounge,"Beverage,Fruity",3,3,5,1,4,5,2,4,10,60.33,4.0
32,Male,AU,1538,2.4,4.6,13.4,Online-direct,"Tobacco,Fruity,Menthol/Fresh",2,5,3,0,2,2,1,1,6,57.67,7.0
20,Female,SG,560,2.0,2.7,5.0,Online-direct,Fruity,1,4,5,0,4,5,1,3,3,15.0,7.0
27,Female,GB,1462,1.6,2.0,11.7,Online-direct,Fruity,2,3,3,1,4,4,1,4,3,40.52,4.0
34,Female,SG,1506,7.5,10.0,28.4,Vape lounge,Menthol/Fresh,3,5,2,1,5,1,2,5,10,67.95,8.0
31,Male,SG,2067,0.1,3.7,19.0,Retail shop,"Spice,Fruity",4,5,4,0,5,4,1,5,3,37.23,9.0
23,Male,AE,2093,0.2,1.2,6.3,Online-direct,Other,2,2,4,0,3,4,1,4,3,38.49,4.0
30,Female,PH,1978,2.0,5.3,17.4,Vape lounge,"Fruity,Other,Beverage",3,1,3,0,1,3,2,1,6,43.68,5.0
18,Male,DE,1967,1.2,4.5,13.6,Vape lounge,"Dessert,Beverage",4,4,3,1,5,4,1,4,6,61.47,7.0
39,Female,AE,1654,1.6,4.3,18.4,Online-direct,"Dessert,Other",5,4,4,0,3,4,2,2,6,56.1,5.0
28,Male,FR,2251,18.4,20.0,26.9,Vape lounge,"Spice,Menthol/Fresh",1,4,4,1,4,5,4,5,15+,93.32,2.0
39,Male,DE,3603,4.5,7.9,20.4,Online-direct,Fruity,4,3,4,0,2,4,1,1,10,93.97,9.0
26,Male,SG,1387,6.3,9.1,28.7,Vape lounge,Fruity,3,4,3,1,3,3,4,1,10,68.54,7.0
26,Female,SG,1953,1.4,5.9,2.8,Online-direct,"Dessert,Spice",4,4,3,0,1,4,1,1,6,44.67,2.0
24,Male,PH,2163,0.8,1.9,14.9,Online-direct,Menthol/Fresh,1,5,3,1,4,4,1,5,3,38.49,9.0
37,Male,AU,2734,4.4,7.6,24.2,Retail shop,"Beverage,Menthol/Fresh,Spice",1,4,2,1,3,2,2,1,10,84.32,6.0
24,Male,DE,1097,4.9,6.0,8.2,Online-direct,"Dessert,Beverage,Spice",5,3,3,1,5,4,1,5,6,40.62,8.0
35,Male,CA,2275,2.4,5.0,11.4,Retail shop,"Dessert,Beverage",5,3,5,1,5,5,2,3,6,44.12,8.0
27,Male,IN,2058,6.8,8.2,16.2,Retail shop,"Beverage,Fruity",5,4,4,0,2,5,3,3,10,90.12,3.0
18,Male,AU,752,10.3,11.9,18.2,Retail shop,"Fruity,Beverage",4,3,1,0,2,1,3,3,10,69.43,5.0
25,Female,DE,2259,1.9,4.9,10.9,Retail shop,"Other,Fruity",5,4,4,1,4,3,2,4,6,33.38,5.0
21,Male,IN,834,0.8,3.0,11.1,Retail shop,"Beverage,Dessert",5,5,4,0,3,3,1,4,3,37.52,4.0
30,Female,GB,2269,2.2,7.4,21.7,Online-direct,Spice,4,4,4,0,4,3,2,5,10,69.88,10.0
20,Female,PH,785,13.7,18.5,35.9,Online-direct,"Dessert,Menthol/Fresh",5,4,4,1,4,4,3,4,15+,85.55,2.0
37,Male,IN,2847,1.0,5.2,21.7,Vape lounge,"Dessert,Beverage,Fruity",5,2,1,0,2,1,1,1,6,85.74,10.0
29,Male,DE,1477,2.9,7.1,22.1,Vape lounge,"Spice,Fruity",3,1,3,1,4,4,1,2,10,62.09,6.0
29,Female,FR,1504,3.6,6.8,26.0,Online-direct,Dessert,5,2,3,0,4,2,4,5,6,46.89,10.0
35,Male,FR,1830,0.7,5.7,25.9,Vape lounge,Beverage,4,3,1,0,5,1,4,5,6,72.08,10.0
38,Male,PH,2678,2.7,5.3,16.1,Online-direct,"Other,Spice",5,3,2,0,2,2,2,1,6,63.34,6.0
30,Male,AE,2472,1.1,7.3,24.5,Online-direct,"Tobacco,Menthol/Fresh,Beverage",3,5,3,0,1,4,1,2,10,69.45,8.0
24,Female,AE,1944,5.8,7.4,19.5,Online-direct,"Dessert,Tobacco,Fruity",4,2,5,1,3,4,2,1,10,69.65,4.0
18,Male,FR,962,3.8,5.1,14.0,Retail shop,"Dessert,Menthol/Fresh,Tobacco",4,5,5,0,2,5,1,1,6,37.5,3.0
25,Prefer not to say,AE,2227,5.3,6.2,16.0,Online-direct,"Tobacco,Dessert,Beverage",5,1,4,0,3,4,3,4,6,53.98,7.0
25,Female,DE,1938,0.7,1.9,17.0,Vape lounge,Dessert,5,3,3,1,3,2,3,4,3,27.67,8.0
31,Male,FR,2281,0.1,1.0,18.3,Friends,Tobacco,3,1,5,0,2,5,2,1,3,63.33,6.0
27,Male,IN,2952,5.7,9.0,21.9,Other,Fruity,4,4,5,0,5,5,1,5,10,75.36,5.0
36,Male,PH,2957,1.5,5.8,13.8,Online-direct,"Other,Menthol/Fresh",3,5,3,0,3,4,1,2,6,61.32,5.0
25,Male,GB,1904,0.6,3.7,11.3,Friends,Fruity,3,3,4,1,4,4,1,5,3,32.07,4.0
30,Male,IN,2028,0.3,1.2,1.9,Retail shop,Tobacco,2,4,3,1,5,4,1,5,3,44.75,6.0
39,Male,IN,2022,2.2,4.5,16.3,Retail shop,"Fruity,Beverage",4,5,5,0,1,5,3,1,6,58.31,3.0
33,Male,CA,1068,0.5,4.8,16.3,Friends,Dessert,5,3,3,1,3,2,1,1,6,56.18,8.0
30,Male,SG,1368,2.5,5.0,9.8,Retail shop,"Tobacco,Menthol/Fresh",4,5,2,0,3,3,1,4,6,51.74,9.0
25,Male,PH,2487,3.9,5.7,18.1,Online-direct,Spice,5,4,3,1,4,3,3,5,6,51.42,10.0
25,Non-binary/Other,FR,2469,2.3,3.0,15.3,Online-direct,"Menthol/Fresh,Beverage,Fruity",2,4,2,1,5,1,1,3,3,42.44,10.0
23,Male,AU,1579,7.0,9.4,12.0,Retail shop,"Fruity,Menthol/Fresh,Tobacco",1,5,3,1,3,2,1,1,10,82.19,4.0
26,Prefer not to say,DE,1444,0.5,2.4,10.8,Friends,"Fruity,Tobacco,Menthol/Fresh",3,5,4,1,5,4,2,5,3,42.79,6.0
36,Male,CA,2621,2.0,4.9,21.9,Vape lounge,"Tobacco,Beverage",5,3,4,0,3,4,3,1,6,51.93,7.0
28,Male,FR,1867,0.5,4.2,11.0,Retail shop,"Spice,Menthol/Fresh",2,5,4,1,4,3,1,3,6,34.71,10.0
19,Male,GB,2002,6.3,8.9,19.0,Online-direct,Spice,4,5,4,0,3,4,1,2,10,89.66,6.0
44,Male,SG,2489,8.1,11.4,22.2,Online-direct,"Other,Tobacco",3,5,4,0,3,3,3,4,10,69.47,9.0
33,Male,IN,2228,1.5,5.2,15.1,Online-direct,"Dessert,Beverage",5,4,2,1,4,3,1,4,6,50.19,9.0
19,Female,AU,1187,1.1,2.3,15.7,Online-direct,Tobacco,5,3,5,0,4,5,2,4,3,40.49,5.0
26,Prefer not to say,AE,1232,1.0,6.8,21.5,Retail shop,"Menthol/Fresh,Tobacco",3,5,4,0,4,4,1,4,6,38.11,8.0
31,Male,AU,200,5.9,7.8,24.1,Vape lounge,"Dessert,Fruity",5,4,4,0,1,4,2,1,10,53.0,5.0
44,Male,DE,4260,3.4,7.2,15.6,Online-direct,"Other,Tobacco",3,3,5,0,1,5,3,2,10,91.09,3.0
21,Male,SG,1551,6.4,7.7,20.3,Vape lounge,Spice,4,2,5,0,2,5,1,3,10,58.05,0.0
38,Male,SG,2790,0.4,3.6,17.8,Retail shop,"Menthol/Fresh,Dessert",5,5,5,0,1,5,1,1,3,40.88,2.0
41,Male,AE,1179,1.9,5.1,14.5,Online-direct,"Fruity,Spice,Tobacco",5,2,3,0,3,4,2,2,6,45.95,4.0
25,Male,IN,1808,3.4,8.9,15.3,Retail shop,"Spice,Fruity",3,3,5,0,1,4,3,1,10,71.94,2.0
28,Male,GB,1358,6.8,9.5,20.2,Retail shop,Tobacco,3,3,5,0,4,4,3,5,10,70.53,4.0
22,Male,IN,1031,1.4,6.3,13.3,Retail shop,"Tobacco,Beverage,Fruity",1,2,4,0,3,5,1,2,6,49.38,4.0
28,Male,DE,1930,1.1,4.5,11.0,Online-direct,Fruity,1,1,4,1,3,4,1,1,6,51.79,3.0
30,Male,GB,2445,7.3,13.1,24.2,Online-direct,Dessert,5,5,5,0,2,5,3,3,15+,86.54,4.0
35,Male,IN,1706,0.1,1.0,10.1,Online-direct,"Tobacco,Other,Beverage",2,4,3,0,2,4,2,3,3,39.06,6.0
39,Prefer not to say,SG,2269,2.0,5.7,16.6,Friends,"Fruity,Spice",1,1,2,1,5,3,2,4,6,61.45,9.0
24,Male,US,1048,1.8,1.0,3.2,Online-direct,"Dessert,Fruity",5,4,3,1,4,3,1,4,3,30.66,9.0
18,Female,CA,2148,0.5,3.4,12.5,Retail shop,Menthol/Fresh,5,4,5,0,3,4,1,2,3,37.49,8.0
30,Female,GB,2562,1.5,6.0,4.7,Friends,Dessert,5,4,2,1,5,1,1,5,6,65.79,10.0
32,Non-binary/Other,US,2394,3.8,9.0,13.8,Vape lounge,Menthol/Fresh,4,5,3,1,4,2,1,3,10,81.16,9.0
32,Female,FR,783,1.4,5.5,15.1,Online-direct,"Dessert,Beverage",4,5,4,0,3,4,2,1,6,33.14,8.0
27,Female,FR,2065,1.1,3.7,19.8,Vape lounge,Other,2,3,4,1,3,3,3,2,3,27.47,7.0
31,Female,IN,2310,4.6,8.4,21.1,Retail shop,Tobacco,3,4,4,0,1,4,2,1,10,85.53,2.0
42,Male,AE,3583,13.5,20.0,30.5,Online-direct,Fruity,5,1,3,1,5,2,4,5,15+,129.46,10.0
33,Male,IN,3139,4.5,7.6,15.7,Retail shop,"Dessert,Tobacco",5,5,3,1,4,4,3,4,10,109.99,5.0
27,Prefer not to say,AE,2079,5.6,10.0,18.7,Vape lounge,"Spice,Tobacco",4,4,4,1,3,5,3,3,10,81.74,4.0
26,Female,IN,1400,8.4,10.8,27.3,Online-direct,"Menthol/Fresh,Spice,Beverage",1,5,4,1,3,3,2,2,10,71.95,6.0
29,Non-binary/Other,AU,2689,4.9,9.5,14.0,Vape lounge,Beverage,3,2,3,1,4,4,2,5,10,83.98,4.0
43,Female,DE,3409,11.8,16.2,22.6,Online-direct,"Menthol/Fresh,Spice,Tobacco",3,5,3,0,3,4,2,2,15+,103.5,6.0
29,Female,CA,1359,4.1,6.2,21.5,Online-direct,"Menthol/Fresh,Tobacco",5,5,3,0,3,4,3,2,6,49.79,3.0
30,Female,AE,2135,3.2,7.4,15.7,Online-direct,"Spice,Beverage",4,1,4,0,2,5,1,3,10,107.26,3.0
26,Female,DE,1204,3.5,7.7,27.4,Retail shop,Tobacco,4,2,4,0,2,3,3,1,10,75.94,5.0
39,Male,AU,3873,6.9,11.0,24.5,Online-direct,"Tobacco,Beverage",4,3,4,0,3,3,1,2,10,102.86,9.0
46,Female,FR,3046,3.4,6.3,22.1,Online-direct,Menthol/Fresh,4,5,4,0,3,3,2,3,6,60.74,6.0
34,Female,IN,2917,4.3,9.1,11.0,Online-direct,"Dessert,Tobacco",5,5,3,0,3,2,2,2,10,86.91,9.0
31,Female,PH,832,0.7,2.3,17.6,Vape lounge,"Fruity,Other",4,4,1,0,1,1,2,1,3,26.78,8.0
30,Female,DE,3303,7.3,10.3,16.1,Online-direct,Menthol/Fresh,5,4,5,1,5,4,3,3,10,86.36,9.0
18,Male,IN,369,1.8,5.0,18.6,Retail shop,"Tobacco,Other",1,5,4,0,3,4,2,3,6,26.44,2.0
36,Male,FR,2058,0.5,5.3,13.5,Retail shop,"Dessert,Spice,Other",5,1,2,1,5,2,1,4,6,41.21,7.0
31,Female,AE,1300,4.8,6.4,17.5,Online-direct,Fruity,4,5,3,0,1,4,3,2,6,46.36,4.0
33,Male,DE,1718,1.3,4.7,9.2,Retail shop,Fruity,3,3,4,1,5,4,2,5,6,35.28,7.0
24,Male,GB,2230,0.6,2.9,4.3,Online-direct,"Spice,Fruity",5,4,3,0,3,3,1,1,3,33.89,8.0
27,Male,IN,2386,0.9,4.1,14.9,Retail shop,"Other,Fruity",5,1,2,0,2,2,1,3,6,66.47,9.0
27,Female,DE,2485,0.1,3.7,12.2,Friends,"Tobacco,Spice",3,2,4,0,2,4,1,2,3,54.92,6.0
38,Female,SG,3055,0.3,1.4,6.9,Online-direct,Fruity,5,3,3,1,4,2,2,3,3,64.88,8.0
27,Female,AU,2692,2.7,7.6,9.2,Vape lounge,Dessert,4,1,4,0,2,5,1,1,10,78.67,5.0
47,Female,US,3318,6.0,9.6,6.2,Vape lounge,Tobacco,3,3,5,0,4,5,1,5,10,89.78,6.0
33,Male,AE,1184,1.8,3.5,16.1,Online-direct,Beverage,2,4,4,1,4,3,3,3,3,42.04,9.0
20,Male,CA,1359,3.0,5.5,14.2,Retail shop,"Spice,Menthol/Fresh,Dessert",4,5,4,0,4,5,1,4,6,45.78,6.0
29,Male,CA,2357,5.0,10.2,17.2,Retail shop,Menthol/Fresh,5,5,5,0,5,5,1,5,10,87.14,6.0
25,Female,AU,1818,1.3,4.9,16.0,Online-direct,Beverage,3,1,3,1,3,4,3,1,6,61.22,6.0
18,Male,GB,1413,3.2,4.8,19.9,Online-direct,"Beverage,Fruity,Spice",4,3,5,1,4,5,3,2,6,50.49,5.0
43,Female,GB,2743,1.3,3.1,14.4,Online-direct,"Spice,Beverage,Tobacco",3,4,4,1,5,5,1,5,3,42.75,5.0
36,Male,PH,2703,3.1,7.0,14.8,Retail shop,Other,3,3,2,0,3,1,1,4,6,55.75,8.0
34,Male,PH,2437,0.7,4.8,25.5,Online-direct,"Tobacco,Dessert",5,3,3,1,4,4,2,5,6,52.85,5.0
31,Female,US,2382,11.4,14.9,21.7,Online-direct,"Menthol/Fresh,Spice",4,4,4,0,3,5,1,4,15+,106.42,3.0
19,Male,US,1398,0.2,2.8,5.8,Vape lounge,Tobacco,4,4,5,1,4,4,2,2,3,24.53,7.0
26,Female,PH,2174,2.1,6.3,16.8,Online-direct,"Tobacco,Beverage",3,4,2,1,5,3,3,5,6,38.7,6.0
37,Male,AU,2359,1.0,3.5,12.2,Online-direct,"Menthol/Fresh,Beverage,Other",5,5,4,0,2,3,1,1,3,44.42,9.0
22,Male,FR,1528,2.8,4.5,19.2,Online-direct,"Other,Beverage",3,4,3,0,4,4,2,5,6,45.9,6.0
18,Male,AE,2496,1.7,7.1,14.5,Online-direct,"Beverage,Fruity",4,5,3,0,2,4,1,1,10,104.24,5.0
28,Male,SG,2061,1.1,4.8,14.0,Retail shop,"Other,Fruity",4,4,2,1,4,1,1,5,6,37.2,8.0
29,Female,PH,1853,0.9,2.7,8.4,Online-direct,"Tobacco,Fruity",3,3,5,1,5,5,1,5,3,41.59,6.0
31,Male,GB,1376,0.6,3.8,17.8,Online-direct,"Tobacco,Other",5,5,3,0,3,3,3,2,3,41.55,5.0
36,Male,AE,3200,4.6,7.6,18.3,Online-direct,Menthol/Fresh,4,5,3,1,4,3,3,5,10,89.32,6.0
35,Male,FR,3139,0.8,3.3,11.9,Online-direct,"Other,Tobacco,Spice",5,4,3,1,4,4,1,3,3,55.07,8.0
